3,S9
1,D10
38,SQ
37,H2
47,C10
29,HA
36,CJ
17,D9
9,D6
52,HK
37,H2
38,C4
5,D6
12,S8
29,S2
8,SJ
13,H5
27,C7
18,HJ
43,S7
16,C2
29,S2
35,HA
43,S7
43,S7
5,D6
32,S10
33,C9
10,S4
37,H7
21,SQ
33,C9
12,S8
4,DJ
17,S9
45,S6
18,HJ
51,D8
12,S8
21,SQ
28,D9
29,S2
33,C9
17,S9
7,SA
20,H6
40,S3
9,HQ
27,C7
18,HJ
20,H6
40,S3
50,D5
47,C3
28,D9
13,H5
42,CK
23,CJ
8,SJ
4,DJ
14,DQ
19,H4
52,C8
30,H4
13,SA
4,S6
24,C3
47,H3
43,D5
12,D3
8,C5
43,D5
51,S10
8,C5
35,C9
44,H7
20,SQ
40,S2
18,SJ
7,S7
31,C10
47,H3
49,HA
6,C6
51,S10
7,S7
32,D7
29,DQ
30,H4
18,SJ
39,H10
40,S2
35,C9
48,H9
21,HJ
44,H7
49,HA
26,D9
40,S2
44,H7
23,C4
33,C7
43,D5
29,DQ
38,CJ
22,D6
24,C3
43,D5
12,D3
45,S4
9,H8
17,H2
29,DQ
46,CQ
16,D2
28,C2
42,D4
33,C7
45,S10
16,C6
30,S6
33,HA
38,H3
12,H9
39,C4
47,H5
49,H4
47,H5
50,S3
35,CQ
37,DQ
36,S4
39,C4
43,S8
51,D8
38,H3
4,D7
12,H9
26,D9
34,D5
36,S4
10,D3
10,D3
7,DA
35,CQ
44,D4
45,S10
49,H4
35,CQ
52,D2
23,DK
33,HA
7,DA
11,SQ
13,H6
52,D2
12,H9
13,H6
15,CA
39,C4
15,CA
50,S3
4,D7
21,CJ
28,C2
45,S10
48,DJ
51,D8
26,D9
28,C2
48,H8
8,C3
44,S5
47,HK
46,H7
15,SQ
31,S4
39,D2
14,D5
49,H5
32,H9
43,H2
46,H7
47,HK
45,S7
9,C9
20,HA
48,H8
3,DJ
26,S6
47,HK
48,H8
7,DQ
9,C9
15,SQ
24,SJ
20,HA
8,C3
16,H10
28,S2
45,S7
46,H7
1,C7
14,D5
47,HK
10,C10
13,C5
26,S6
11,H3
29,D7
14,D5
52,D10
9,C9
23,CJ
8,C3
39,D2
2,C8
18,SA
22,HJ
23,CJ
50,S9
8,CK
3,S9
5,H9
9,C5
26,H2
4,C4
29,S4
14,D9
42,C7
25,H3
45,S2
19,C6
30,HJ
29,S4
46,C2
7,DQ
21,HQ
43,S10
8,CK
36,S3
8,CK
16,H8
50,D10
1,D2
43,S10
31,H10
18,CQ
34,S6
38,CA
51,D4
19,C6
9,C5
20,CJ
46,C2
11,H5
28,HK
51,D4
46,C2
16,H8
26,H2
33,S7
48,D6
5,H9
9,C5
19,C6
19,C6
45,S2
2,D5
34,S6
36,S3
40,SA
13,HA
14,D9
22,S5
4,C4
11,H5
9,C5
32,C8
3,S9
27,D8
35,SJ
43,S10
10,DJ
16,H8
19,C6
2,D5
39,C10
25,H3
6,D3
18,CQ
37,C3
49,DA
18,CQ
3,S9
41,S8
7,DQ
20,DK
32,CK
51,CA
30,SJ
14,D5
31,S2
22,S10
35,SA
50,S5
13,H3
22,S10
49,HA
34,C4
2,CJ
19,H10
48,S4
31,S2
51,CA
23,H9
37,DQ
4,DJ
16,SQ
28,D2
34,C4
30,SJ
50,S5
45,DA
14,D5
49,HA
15,D6
29,S3
41,S7
40,HJ
36,H2
26,D4
30,SJ
6,C9
12,D10
32,CK
15,D6
9,D9
12,D10
14,D5
20,DK
1,C5
43,C10
35,SA
19,H10
5,D8
4,DJ
4,DJ
52,H8
49,HA
37,DQ
14,D5
42,C2
15,D4
16,D10
36,S9
39,D5
24,S5
25,C7
47,HK
22,S6
26,C8
10,H9
4,C4
21,D2
35,SA
30,DQ
47,HK
6,DA
12,CA
16,D10
5,H6
45,CJ
43,HQ
47,HK
10,H9
43,HQ
22,S6
41,D8
49,H4
10,H9
41,D8
26,C8
26,C8
37,D7
25,C7
18,H8
31,DK
8,HJ
11,H7
38,C2
28,S8
36,S9
50,CK
6,DA
33,D6
40,S3
41,D8
26,C8
42,C5
47,HK
50,CK
49,H4
16,D10
4,C4
46,S7
30,DQ
40,S3
18,H8
8,HJ
33,D6
7,SJ
9,H2
41,D8
50,CK
21,D2
35,SA
44,DJ
11,H7
13,D9
20,C6
6,DA
40,S3
1,C3
14,C10
49,H4
19,CQ
47,HK
51,D3
4,C4
17,SK
35,SA
8,CK
10,H10
22,D2
22,D2
37,HJ
24,S7
38,S9
48,C4
7,S8
6,S6
42,DA
3,S3
50,D7
34,C7
41,S10
45,CJ
52,C2
18,D10
22,D2
43,H8
44,SJ
46,S5
38,S9
8,CK
33,S2
8,CK
31,H6
20,H9
32,DK
47,SA
42,DA
16,D9
23,H5
44,SJ
7,S8
21,CA
7,S8
29,D3
52,C2
1,HQ
48,C4
24,S7
13,C5
10,H10
49,D5
3,S3
1,HQ
28,C9
27,C10
1,HQ
12,SK
24,S7
40,H2
46,S5
48,C4
14,HA
2,C8
50,D7
30,HK
2,C8
13,C5
8,CK
15,H4
45,CJ
13,DA
33,S3
5,D6
32,CK
7,S4
25,C7
29,HQ
43,H5
39,S8
37,S2
47,D10
10,H7
11,DK
15,CQ
47,D10
29,HQ
39,S8
9,D3
14,C8
40,H8
5,D6
38,SA
3,C2
11,DK
21,DQ
3,C2
1,H3
17,HK
27,D4
44,S10
27,D4
3,C2
19,C3
12,HJ
45,S6
14,C8
24,D8
35,D5
40,H8
21,DQ
25,C7
34,H10
42,H9
27,D4
51,SK
42,H9
15,CQ
44,S10
20,D2
12,HJ
38,SA
6,C9
32,CK
46,S7
51,SK
8,CJ
41,HA
44,S10
10,H7
41,HA
20,D2
41,HA
40,H8
5,D6
45,S6
6,C9
32,CK
25,C7
46,S7
9,D7
12,S8
52,H3
7,S4
3,S9
28,S3
33,H2
11,DK
15,DA
20,S5
41,SQ
16,C7
31,HJ
49,C10
5,H6
17,H4
24,S10
8,C4
11,DK
50,CA
13,DQ
32,H7
4,CJ
12,S8
23,C9
49,C10
13,DQ
40,HA
51,D4
52,H3
38,SK
30,C8
35,HQ
12,S8
13,DQ
42,H9
19,D8
51,D4
13,DQ
14,H10
42,H9
10,C2
17,H4
46,S7
52,H3
3,S9
49,C10
33,H2
49,C10
19,D8
38,SK
52,H3
15,DA
1,C5
37,DJ
22,D9
41,SQ
32,H7
23,C9
47,CK
49,C10
3,S9
28,S3
12,S8
34,C6
3,S9
51,D4
1,C5
5,H6
46,S7
7,S4
11,DK
42,H9
46,S7
2,HQ
5,D6
41,D7
9,C5
23,SA
17,S3
50,D8
48,HJ
3,H5
36,S2
47,CJ
5,D6
7,H10
44,H7
17,S3
1,C10
7,H10
10,DA
41,D7
8,C4
15,H9
20,HA
39,DJ
48,HJ
1,C10
52,CQ
26,S5
11,S9
13,H2
19,C7
49,H4
20,HA
34,SJ
24,D5
36,S2
21,D10
34,SJ
28,H3
40,D3
7,H10
6,HK
9,C5
39,DJ
44,H7
16,DQ
2,HQ
46,S6
9,C5
10,DA
44,H7
51,SK
39,DJ
16,DQ
42,S7
46,S6
14,S8
7,H10
11,S9
49,H4
24,D5
41,D7
9,C5
29,CK
6,HK
51,SK
7,H10
22,D4
37,C8
16,DQ
26,S5
43,H6
5,D6
44,H7
49,H4
20,HA
9,C5
49,H4
25,SQ
5,D6
51,SK
8,C4
45,D2
3,SJ
19,C2
50,S7
38,S2
2,HJ
21,S8
4,H4
51,H10
4,H4
19,C2
30,C9
30,C9
52,D8
14,C4
18,D9
31,SQ
44,HQ
37,DA
46,D7
14,C4
16,H8
44,HQ
26,H6
48,CJ
2,HJ
48,CJ
3,SJ
25,D5
44,HQ
28,D2
41,S9
11,C7
5,H2
8,H5
17,SA
10,CQ
23,SK
10,CQ
42,C6
16,H8
48,CJ
22,C8
33,C10
35,D6
44,HQ
33,C10
4,H4
31,SQ
45,D4
16,H8
50,S7
11,C7
15,CA
12,C5
8,H5
3,SJ
15,CA
45,D4
26,H6
1,DK
15,CA
16,H8
7,H7
27,C3
28,D2
47,S6
32,H3
39,S4
30,H4
47,HK
35,S3
50,D3
15,SQ
31,S4
5,CA
36,DJ
3,C10
48,HJ
22,S10
9,S6
47,HK
29,C3
22,S10
44,HQ
48,HJ
12,D5
17,D8
47,HK
15,SQ
41,S2
11,S9
14,C7
19,H10
44,HQ
30,H4
39,D7
44,HQ
18,CQ
49,D6
25,D10
4,C9
24,DA
1,S5
5,CA
14,C7
50,D3
26,H7
44,HQ
38,H9
47,HK
11,S9
41,S2
41,S2
46,D4
4,C9
10,H2
13,H6
13,H6
40,D9
41,S2
35,S3
36,DJ
1,S5
19,H10
36,DJ
10,H2
18,CQ
17,D8
18,CQ
45,H5
30,H4
13,H6
15,SQ
31,S4
42,C2
47,HK
18,CQ
19,H10
22,S10
42,C2
47,HK
2,SJ
11,S9
48,HJ
44,HQ
13,CQ
17,DJ
27,CJ
14,DK
37,S10
1,C6
52,D8
44,C5
27,CJ
31,SQ
3,H8
49,SK
25,H3
33,HA
41,D6
42,S9
41,D6
42,S9
12,H9
50,H4
6,D2
16,CK
26,SJ
43,CA
1,C6
16,CK
24,C4
20,S8
47,H7
19,C10
19,C10
27,CJ
34,S6
30,C8
48,D10
41,D6
12,H9
26,SJ
7,SA
38,S4
28,HQ
27,CJ
34,S6
42,S9
26,SJ
33,HA
1,C6
11,C9
31,SQ
51,H2
12,H9
16,CK
14,DK
25,H3
21,D7
32,S3
22,D4
27,CJ
6,D2
7,SA
12,H9
33,HA
25,H3
34,S6
29,H5
30,C8
22,D4
31,SQ
52,D8
36,S9
5,HA
5,HA
47,H3
18,DK
14,S3
27,H7
16,C3
6,CQ
11,SJ
32,SA
1,H9
32,SA
47,H3
30,S8
32,SA
17,HJ
26,S2
35,H10
18,DK
38,D3
31,D5
5,HA
49,D6
42,S5
29,C10
9,D10
10,S7
31,D5
25,S4
40,C4
8,HQ
16,C3
43,C7
35,H10
26,S2
6,CQ
36,S9
50,CK
37,D9
20,D2
43,C7
50,CK
6,CQ
38,D3
1,H9
45,D4
34,H5
42,S5
27,H7
50,CK
39,S6
31,D5
20,D2
45,D4
28,C2
30,S8
44,CA
48,DA
15,DJ
28,C2
47,H3
28,C2
41,C8
23,H6
3,H4
2,C9
36,S9
50,CK
4,D8
20,D2
21,HK
45,D4
33,C6
49,D6
51,DQ
7,S2
11,D8
36,H9
33,C8
46,H7
27,C7
13,H10
24,H6
28,C6
35,HA
46,H7
29,S4
3,S3
10,C9
32,DJ
36,H9
32,DJ
8,C4
16,CJ
15,D9
29,S4
31,D2
40,C5
39,S10
33,C8
16,CJ
48,H3
24,H6
38,SK
41,CA
46,H7
24,H6
17,H8
37,H2
1,C2
17,H8
19,D5
28,C6
12,D10
27,C7
22,D6
43,HJ
45,D4
44,SA
3,S3
12,D10
37,H2
38,SK
16,CJ
21,S7
40,C5
44,SA
13,H10
39,S10
7,S2
34,D3
40,C5
45,D4
34,D3
37,H2
10,C9
37,H2
41,CA
6,S5
27,C7
35,HA
22,D6
50,S9
5,CK
46,H7
50,S9
29,S4
12,D10
18,H5
47,S6
3,S3
25,SQ
8,C4
38,SK
8,C4
25,SQ
45,D4
47,S6
4,HK
45,D4
12,S9
49,SA
16,S10
41,S6
25,CA
49,SA
15,CQ
4,DK
35,HA
1,C6
46,HK
12,S9
22,DA
52,H9
10,S4
52,H9
45,S2
20,C5
34,CJ
1,C6
24,C4
39,H10
20,C5
48,D2
51,D8
22,DA
33,CK
22,DA
11,H7
15,CQ
45,S2
22,DA
37,H6
48,D2
1,C6
50,D5
6,C3
9,DQ
25,CA
43,H3
11,H7
26,SQ
36,H4
41,S6
40,H5
27,HQ
33,CK
10,S4
35,HA
50,D5
51,D8
39,H10
8,H2
14,C10
42,SK
51,D8
44,D7
45,S2
11,H7
14,C10
15,CQ
1,C6
24,C4
35,HA
48,H8
41,HK
4,CQ
30,S9
9,CJ
25,CA
43,S7
43,S7
28,CK
43,S7
52,D3
1,H9
30,S9
26,DK
6,C5
34,SA
51,D9
26,DK
27,C8
48,H8
48,H8
24,SJ
18,D4
13,D6
38,C3
